cluster	status	loglr	df	p	p.adjust	genes
chr3:clu_35541_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNB1
chr3:clu_35542_NA	Success	2.83969891958697	1	0.0171652579714457	0.135667581075522	CTNNB1
chr3:clu_35543_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNB1
chr3:clu_35544_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNB1
chr3:clu_35545_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNB1
chr3:clu_35546_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ULK4
chr3:clu_35547_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35548_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ULK4
chr3:clu_35549_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ULK4
chr3:clu_35550_NA	Not enough valid samples	NA	NA	NA	NA	ULK4
chr3:clu_35551_NA	Success	0.000146880347301703	1	0.986325368182543	1	ULK4
chr3:clu_35552_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ULK4
chr3:clu_35553_NA	Success	3.35943640171934	1	0.00953979018989032	0.0975894443623504	ULK4
chr3:clu_35554_NA	Not enough valid samples	NA	NA	NA	NA	ULK4
chr3:clu_35555_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ULK4
chr3:clu_35556_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ULK4
chr3:clu_35557_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ULK4
chr3:clu_35558_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAK1
chr3:clu_35559_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAK1
chr3:clu_35560_NA	Success	1.53362818285302	1	0.0798841880449797	0.316640648685841	TRAK1
chr3:clu_35561_NA	Success	0.48553081353532	1	0.324415554837896	0.641013867390541	TRAK1
chr3:clu_35562_NA	Success	0.346777162831245	1	0.404958047594952	0.713267396479892	TRAK1
chr3:clu_35563_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAK1
chr3:clu_35564_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCK
chr3:clu_35565_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LYZL4
chr3:clu_35566_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35567_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35568_NA	Success	0.687783551863788	2	0.502689019352172	0.793125593333839	VIPR1
chr3:clu_35569_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VIPR1
chr3:clu_35570_NA	Success	0.176484450212001	2	0.838211813069838	0.995673688219724	VIPR1
chr3:clu_35571_NA	Success	2.29187291770164	1	0.0322765837012108	0.190465717313292	VIPR1
chr3:clu_35572_NA	Success	3.30319905452302	3	0.0855595565739477	0.328655577106433	VIPR1
chr3:clu_35573_NA	Success	0.620631247028996	1	0.265227879099643	0.580660188414883	SEC22C
chr3:clu_35574_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEC22C
chr3:clu_35575_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEC22C
chr3:clu_35576_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEC22C
chr3:clu_35577_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKTR
chr3:clu_35578_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKTR
chr3:clu_35579_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKTR
chr3:clu_35580_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKTR
chr3:clu_35581_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKTR
chr3:clu_35582_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKTR
chr3:clu_35583_NA	Success	0.671165822403054	1	0.246623196184067	0.56131971868571	NKTR
chr3:clu_35584_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZBTB47
chr3:clu_35585_NA	Success	-0.240182341442051	8	1	1	HHATL,CCDC13
chr3:clu_35586_NA	Success	0.577415629994107	2	0.561347222493799	0.837053813936165	HHATL
chr3:clu_35587_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC13
chr3:clu_35588_NA	Success	0.00799921456564334	1	0.89934810359438	1	HIGD1A
chr3:clu_35589_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF662,KRBOX1
chr3:clu_35590_NA	Not enough valid samples	NA	NA	NA	NA	POMGNT2
chr3:clu_35591_NA	Success	3.48039085218795	3	0.0731583537937503	0.301730297449041	SNRK
chr3:clu_35592_NA	Success	1.91842889040797	1	0.0501373996371657	0.246778830727659	ANO10
chr3:clu_35593_NA	Success	2.41073063895163	1	0.0281075068224077	0.178714667042588	ANO10
chr3:clu_35594_NA	Success	0.0021378601379638	1	0.94786428842752	1	ANO10
chr3:clu_35595_NA	Success	1.07775898311991	2	0.340357418338645	0.655187188859613	ANO10
chr3:clu_35596_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35597_NA	Success	2.15248863180614	4	0.366302256471071	0.678903946697599	NA
chr3:clu_35598_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35599_NA	Success	2.89504795904008	5	0.327182281447731	0.643789183299581	TCAIM
chr3:clu_35600_NA	Not enough valid samples	NA	NA	NA	NA	TCAIM
chr3:clu_35601_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCAIM
chr3:clu_35602_NA	Success	2.85012553519203	2	0.057837059832677	0.267871806680416	ZNF445,ZNF852
chr3:clu_35603_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZKSCAN7
chr3:clu_35604_NA	Not enough valid samples	NA	NA	NA	NA	ZNF197,ZNF660
chr3:clu_35605_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF35
chr3:clu_35606_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF35
chr3:clu_35607_NA	Success	0.000285701325587695	1	0.980929159711846	1	TMEM42,KIF15
chr3:clu_35608_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZDHHC3
chr3:clu_35609_NA	Success	2.01296841830185	2	0.13359152997209	0.409768773146454	ZDHHC3
chr3:clu_35610_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOSC7
chr3:clu_35611_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LARS2
chr3:clu_35612_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LARS2
chr3:clu_35613_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SACM1L
chr3:clu_35614_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SACM1L
chr3:clu_35615_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SACM1L
chr3:clu_35616_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SACM1L
chr3:clu_35617_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SACM1L
chr3:clu_35618_NA	Success	0.00103625754741188	1	0.963688940616507	1	SACM1L
chr3:clu_35619_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC6A20
chr3:clu_35620_NA	Success	0.0763828007579832	1	0.69590633723511	0.919465372056863	LZTFL1
chr3:clu_35621_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LZTFL1
chr3:clu_35622_NA	Success	1.43301670545634	2	0.238588085534953	0.552943692639199	LZTFL1
chr3:clu_35623_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC2
chr3:clu_35624_NA	Success	2.14093198504366	1	0.0385210826616335	0.209708134655864	LRRC2
chr3:clu_35625_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALS2CL
chr3:clu_35626_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ALS2CL
chr3:clu_35627_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ALS2CL
chr3:clu_35628_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALS2CL
chr3:clu_35629_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ALS2CL
chr3:clu_35630_NA	<=1 sample with coverage>0	NA	NA	NA	NA	PTH1R
chr3:clu_35631_NA	Success	0.226044090438336	1	0.5013449750924	0.792543355569504	CCDC12
chr3:clu_35632_NA	Not enough valid samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35633_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35634_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35635_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35636_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35637_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35638_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35639_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_35640_NA	Success	0.312703922971878	2	0.731466450924245	0.937757581611702	SETD2
chr3:clu_35641_NA	Success	0.137249211087465	1	0.60033003095024	0.86184766023835	SETD2
chr3:clu_35642_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF9-AS1
chr3:clu_35643_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF9
chr3:clu_35644_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF9
chr3:clu_35645_NA	Not enough valid samples	NA	NA	NA	NA	KIF9
chr3:clu_35646_NA	Success	1.73279562116463	1	0.0626581035422167	0.278774260220985	KLHL18
chr3:clu_35647_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KLHL18
chr3:clu_35648_NA	Not enough valid samples	NA	NA	NA	NA	PTPN23
chr3:clu_35649_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN23
chr3:clu_35650_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN23
chr3:clu_35651_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAP
chr3:clu_35652_NA	Success	0.0299052200687697	1	0.806795798759351	0.981622338150481	SCAP
chr3:clu_35653_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAP
chr3:clu_35654_NA	Success	0.374175635484562	1	0.386998730677732	0.698093384357917	SCAP
chr3:clu_35655_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAP
chr3:clu_35656_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAP
chr3:clu_35657_NA	Success	-1.02092856940931	2	1	1	ELP6
chr3:clu_35658_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ELP6
chr3:clu_35659_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr3:clu_35660_NA	Success	1.62350717803611	2	0.197205848797656	0.502977697963344	CSPG5
chr3:clu_35661_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_35662_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_35663_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_35664_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMARCC1
chr3:clu_35665_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_35666_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_35667_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_35668_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX30
chr3:clu_35669_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX30
chr3:clu_35670_NA	Success	-7.21767591691537	5	1	1	DHX30
chr3:clu_35671_NA	Success	0.182067748528198	1	0.546218408801517	0.82667408711673	DHX30
chr3:clu_35672_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX30
chr3:clu_35673_NA	Success	0.103854020914696	1	0.648569778960659	0.891019424079984	DHX30
chr3:clu_35674_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX30
chr3:clu_35675_NA	Success	1.62636539247876	2	0.196642996951264	0.502503442555423	MAP4
chr3:clu_35676_NA	Success	3.8274014247163	4	0.105073716932403	0.365452267905099	MAP4
chr3:clu_35677_NA	Success	2.29181688400331	2	0.1010826394818	0.357590896561648	MAP4
chr3:clu_35678_NA	Success	4.7413510955671	2	0.00872684741177993	0.0919122457964004	MAP4
chr3:clu_35679_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP4
chr3:clu_35680_NA	Success	0.898502816577775	2	0.407178824997414	0.715577848722945	MAP4
chr3:clu_35681_NA	Success	0.796122898216709	4	0.810185130039104	0.982556218588848	MAP4
chr3:clu_35682_NA	Success	0.142568892272493	2	0.867127813828814	1	MAP4
chr3:clu_35683_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCKIPSD
chr3:clu_35684_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF589
chr3:clu_35685_NA	Not enough valid samples	NA	NA	NA	NA	ZNF589
chr3:clu_35686_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NME6
chr3:clu_35687_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXW12
chr3:clu_35688_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXNB1
chr3:clu_35689_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXNB1
chr3:clu_35690_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXNB1
chr3:clu_35691_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_35692_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_35693_NA	Success	0.524497800277004	1	0.305738522500664	0.622033661494503	TMA7
chr3:clu_35694_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATRIP
chr3:clu_35695_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATRIP
chr3:clu_35696_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TREX1
chr3:clu_35697_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SHISA5
chr3:clu_35698_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SHISA5
chr3:clu_35699_NA	Success	0.00577643467255484	1	0.914404799881302	1	SHISA5
chr3:clu_35700_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PFKFB4
chr3:clu_35701_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PFKFB4
chr3:clu_35702_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COL7A1
chr3:clu_35703_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COL7A1
chr3:clu_35704_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_35705_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COL7A1
chr3:clu_35706_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UQCRC1
chr3:clu_35707_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UQCRC1
chr3:clu_35708_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UQCRC1
chr3:clu_35709_NA	Success	0.0975076733738547	1	0.65877476141979	0.897210194099755	UQCRC1
chr3:clu_35710_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC26A6
chr3:clu_35711_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC26A6
chr3:clu_35712_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC26A6
chr3:clu_35713_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELSR3
chr3:clu_35714_NA	Not enough valid samples	NA	NA	NA	NA	CELSR3
chr3:clu_35715_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELSR3
chr3:clu_35716_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELSR3
chr3:clu_35717_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELSR3
chr3:clu_35718_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCKIPSD
chr3:clu_35719_NA	Success	4.08118274164008	2	0.0168874803101278	0.134495388488823	NCKIPSD
chr3:clu_35720_NA	Success	0.392312683057867	1	0.375730260776023	0.688168593026723	NCKIPSD
chr3:clu_35721_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCKIPSD
chr3:clu_35722_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IP6K2
chr3:clu_35723_NA	Success	2.64828658387125	1	0.0213674221960098	0.15359936134775	IP6K2
chr3:clu_35724_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRKAR2A
chr3:clu_35725_NA	Success	4.86862023555443	1	0.00180571780621719	0.0384872127361239	PRKAR2A
chr3:clu_35726_NA	Success	0.0902281518535801	1	0.670981393293053	0.904425876457605	PRKAR2A
chr3:clu_35727_NA	Success	-0.677526950695437	3	1	1	ARIH2
chr3:clu_35728_NA	Success	0.458913823167109	1	0.338046008606096	0.653485892764407	ARIH2
chr3:clu_35729_NA	Success	0.367979864320887	1	0.390958202955032	0.701725083475324	P4HTM
chr3:clu_35730_NA	Success	0.022552739118737	1	0.831810194853617	0.993628202410876	P4HTM
chr3:clu_35731_NA	Success	0.666335499621823	1	0.248330599593226	0.563053299902915	P4HTM
chr3:clu_35732_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR6
chr3:clu_35733_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DALRD3
chr3:clu_35734_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DALRD3
chr3:clu_35735_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFAF3
chr3:clu_35736_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFAF3
chr3:clu_35737_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IMPDH2
chr3:clu_35738_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IMPDH2
chr3:clu_35739_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IMPDH2
chr3:clu_35740_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QRICH1
chr3:clu_35741_NA	Success	0.882093912926962	1	0.184103020119318	0.484270096139208	QRICH1
chr3:clu_35742_NA	Success	0.603763964443999	2	0.546749811361037	0.826847050787798	QRICH1
chr3:clu_35743_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QARS
chr3:clu_35744_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QARS
chr3:clu_35745_NA	Success	0.0131912054393979	1	0.870969899761844	1	QARS
chr3:clu_35746_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QARS
chr3:clu_35747_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_35748_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_35749_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_35750_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_35751_NA	Not enough valid samples	NA	NA	NA	NA	KLHDC8B
chr3:clu_35752_NA	Success	2.4167806923009	1	0.0279109184302928	0.178050850796811	USP4
chr3:clu_35753_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP4
chr3:clu_35754_NA	Success	0.383072477015503	4	0.942928312370061	1	USP4
chr3:clu_35755_NA	Success	0.0143480954066604	1	0.865482416269417	1	USP4
chr3:clu_35756_NA	Success	0.0615854318358799	1	0.725620556888609	0.935707618527064	USP4
chr3:clu_35757_NA	Success	0.809384712140542	1	0.203263459191367	0.511709291082212	USP4
chr3:clu_35758_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPX1
chr3:clu_35759_NA	Success	0.142215613662302	1	0.593811433277749	0.857808344035192	RHOA
chr3:clu_35760_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCTA
chr3:clu_35761_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NICN1
chr3:clu_35762_NA	Success	0.0101586332693842	1	0.886654553305251	1	NICN1
chr3:clu_35763_NA	Success	0.86532374051842	1	0.188328229366444	0.490339298020177	NICN1
chr3:clu_35764_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DAG1
chr3:clu_35765_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BSN
chr3:clu_35766_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BSN
chr3:clu_35767_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BSN
chr3:clu_35768_NA	Success	8.28888179344921	1	4.66953220621491e-05	0.00372552947912065	APEH
chr3:clu_35769_NA	Success	0.673470027875737	1	0.245813773529254	0.560988183896102	APEH
chr3:clu_35770_NA	Success	1.42861770096965	1	0.0909637136364378	0.337453465425387	APEH
chr3:clu_35771_NA	Success	6.33400729476389	1	0.000371964306723476	0.0143288601090352	APEH,RNF123
chr3:clu_35772_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MST1
chr3:clu_35773_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MST1
chr3:clu_35774_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_35775_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_35776_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_35777_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_35778_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AMIGO3
chr3:clu_35779_NA	Success	3.53358398560835	1	0.00785092544801123	0.0869634894745392	IP6K1
chr3:clu_35780_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBA7
chr3:clu_35781_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAIP
chr3:clu_35782_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35783_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35784_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAMKV
chr3:clu_35785_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35786_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAMKV
chr3:clu_35787_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAMKV
chr3:clu_35788_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAMKV
chr3:clu_35789_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAMKV
chr3:clu_35790_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MST1R
