cluster	status	loglr	df	p	p.adjust	genes
chr17:clu_970_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLTC
chr17:clu_971_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLTC
chr17:clu_972_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLTC
chr17:clu_973_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLTC
chr17:clu_974_NA	Success	6.37376938278925	1	0.000356477942971671	0.00326319786530571	CLTC
chr17:clu_975_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTRH2
chr17:clu_976_NA	Success	0.136196896900501	1	0.601730496778684	0.851645758728793	VMP1
chr17:clu_977_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VMP1
chr17:clu_978_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VMP1
chr17:clu_979_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VMP1
chr17:clu_980_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_981_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBD1
chr17:clu_982_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_983_NA	Success	1.15083206384759	1	0.129235471670233	0.318910808324173	USP32
chr17:clu_984_NA	Success	0.649556507445141	1	0.254375305204317	0.507930655393857	USP32
chr17:clu_985_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP32
chr17:clu_986_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_987_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCAS3
chr17:clu_988_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCAS3
chr17:clu_989_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TLK2
chr17:clu_990_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TLK2
chr17:clu_991_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TLK2
chr17:clu_992_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRC2
chr17:clu_993_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TANC2
chr17:clu_994_NA	Success	1.34371768096889	2	0.260874017185519	0.515740598843795	TANC2
chr17:clu_995_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYB561
chr17:clu_996_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP3K3
chr17:clu_997_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC47
chr17:clu_998_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDX42
chr17:clu_999_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDX42
chr18:clu_3780_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr18:clu_3781_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr18:clu_3782_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TYMS
chr18:clu_3783_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	METTL4
chr18:clu_3784_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMCHD1
chr18:clu_3785_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LPIN2
chr18:clu_3786_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYL12B
chr18:clu_3787_NA	Success	4.95752577680196	2	0.00703030086483188	0.039459286716826	DLGAP1
chr18:clu_3788_NA	Success	24.0846327854806	4	8.7013097776132e-10	1.24537496192089e-07	DLGAP1
chr18:clu_3789_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DLGAP1-AS4
chr18:clu_3790_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DLGAP1
chr18:clu_3791_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DLGAP1
chr18:clu_3792_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr18:clu_3793_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3794_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3795_NA	Not enough valid samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3796_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3797_NA	Not enough valid samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3798_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3799_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3800_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L3
chr18:clu_3801_NA	<=1 sample with coverage>0	NA	NA	NA	NA	L3MBTL4
chr18:clu_3802_NA	Not enough valid samples	NA	NA	NA	NA	PTPRM
chr18:clu_3803_NA	Success	11.3738664728958	1	1.84721929929377e-06	3.91086011780278e-05	PTPRM
chr18:clu_3804_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRM
chr18:clu_3805_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRM
chr18:clu_3806_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NDUFV2,RP11-21J18.1
chr18:clu_3807_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD12
chr18:clu_3808_NA	Success	0.352065197097659	1	0.401399292649928	0.670952102312653	ANKRD12
chr18:clu_3809_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANKRD12,RP11-21J18.1
chr18:clu_3810_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD12
chr18:clu_3811_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RALBP1
chr18:clu_3812_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RALBP1
chr18:clu_3813_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP4R1
chr18:clu_3814_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP4R1
chr18:clu_3815_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP4R1
chr18:clu_3816_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VAPA
chr18:clu_3817_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VAPA
chr18:clu_3818_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3819_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NAPG
chr18:clu_3820_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIEZO2
chr18:clu_3821_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GNAL
chr18:clu_3822_NA	<=1 sample with coverage>0	NA	NA	NA	NA	MPPE1
chr18:clu_3823_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MPPE1
chr18:clu_3824_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPIRE1
chr18:clu_3825_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPIRE1
chr18:clu_3826_NA	Not enough valid samples	NA	NA	NA	NA	SPIRE1
chr18:clu_3827_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CEP76
chr18:clu_3828_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMG2
chr18:clu_3829_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN2
chr18:clu_3830_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN2
chr18:clu_3831_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CEP192
chr18:clu_3832_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CEP192
chr18:clu_3833_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LDLRAD4
chr18:clu_3834_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LDLRAD4
chr18:clu_3835_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF519
chr18:clu_3836_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF519
chr18:clu_3837_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD20A5P
chr18:clu_3838_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD20A5P,RP11-757O6.1
chr18:clu_3839_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr18:clu_3840_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD30B
chr18:clu_3841_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3842_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3843_NA	Success	13.7379205472417	1	1.59069169186974e-07	5.87529673287373e-06	NA
chr18:clu_3844_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3845_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3846_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ROCK1
chr18:clu_3847_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GREB1L
chr18:clu_3848_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GREB1L
chr18:clu_3849_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ESCO1
chr18:clu_3850_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNRPD1
chr18:clu_3851_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABHD3
chr18:clu_3852_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr18:clu_3853_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr18:clu_3854_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr18:clu_3855_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3856_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBBP8
chr18:clu_3857_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBBP8
chr18:clu_3858_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CABLES1
chr18:clu_3859_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM241
chr18:clu_3860_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIOK3
chr18:clu_3861_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C18orf8
chr18:clu_3862_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPC1
chr18:clu_3863_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMA3
chr18:clu_3864_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL1A
chr18:clu_3865_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OSBPL1A
chr18:clu_3866_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL1A
chr18:clu_3867_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF521
chr18:clu_3868_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SS18
chr18:clu_3869_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KCTD1
chr18:clu_3870_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KCTD1
chr18:clu_3871_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AQP4-AS1
chr18:clu_3872_NA	Success	1.6142692986009	1	0.0723652393687191	0.222139943906658	AQP4
chr18:clu_3873_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AQP4
chr18:clu_3874_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-57J16.1
chr18:clu_3875_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAPPC8
chr18:clu_3876_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAPPC8
chr18:clu_3877_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAPPC8
chr18:clu_3878_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASXL3
chr18:clu_3879_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASXL3
chr18:clu_3880_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOL4
chr18:clu_3881_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOL4
chr18:clu_3882_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOL4
chr18:clu_3883_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOL4
chr18:clu_3884_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOL4
chr18:clu_3885_NA	Success	0.114366435105069	1	0.632464981924029	0.875419532243804	DTNA
chr18:clu_3886_NA	Not enough valid samples	NA	NA	NA	NA	DTNA
chr18:clu_3887_NA	Success	0.0762707267938367	2	0.926565326540808	1	DTNA
chr18:clu_3888_NA	Success	6.3075131207043	1	0.000382658165926539	0.00344994960618809	DTNA
chr18:clu_3889_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DTNA
chr18:clu_3890_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DTNA
chr18:clu_3891_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DTNA
chr18:clu_3892_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAPRE2
chr18:clu_3893_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAPRE2
chr18:clu_3894_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF397
chr18:clu_3895_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF271
chr18:clu_3896_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF24
chr18:clu_3897_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	INO80C,RP11-322E11.6
chr18:clu_3898_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC39A6
chr18:clu_3899_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC39A6
chr18:clu_3900_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ELP2
chr18:clu_3901_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ELP2
chr18:clu_3902_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FHOD3
chr18:clu_3903_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TPGS2
chr18:clu_3904_NA	Success	0.060769293069427	1	0.727371722942173	0.954450718698953	TPGS2
chr18:clu_3905_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr18:clu_3906_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr18:clu_3907_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1328
chr18:clu_3908_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELF4
chr18:clu_3909_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELF4
chr18:clu_3910_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELF4
chr18:clu_3911_NA	Not enough valid samples	NA	NA	NA	NA	CELF4
chr18:clu_3912_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELF4
chr18:clu_3913_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIK3C3
chr18:clu_3914_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYT4
chr18:clu_3915_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SETBP1
chr18:clu_3916_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPG5
chr18:clu_3917_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP5A1
chr18:clu_3918_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C18orf25
chr18:clu_3919_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C18orf25
chr18:clu_3920_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ST8SIA5
chr18:clu_3921_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIAS2
chr18:clu_3922_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIAS2
chr18:clu_3923_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDHD2,IER3IP1
chr18:clu_3924_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDHD2,IER3IP1
chr18:clu_3925_NA	Success	0.0367095646240614	1	0.786422070113347	1	SMAD2
chr18:clu_3926_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTIF
chr18:clu_3927_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTIF
chr18:clu_3928_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTIF
chr18:clu_3929_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYM
chr18:clu_3930_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYM
chr18:clu_3931_NA	Success	0.681938696193129	2	0.505635767387013	0.770909392354367	C18orf32,RPL17-C18orf32,RPL17
chr18:clu_3932_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MBD1,CCDC11
chr18:clu_3933_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MBD1
chr18:clu_3934_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MBD1
chr18:clu_3935_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MBD1
chr18:clu_3936_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ME2
chr18:clu_3937_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-729L2.2,SMAD4
chr18:clu_3938_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMAD4
chr18:clu_3939_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	POLI
chr18:clu_3940_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC68
chr18:clu_3941_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF4
chr18:clu_3942_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF4
chr18:clu_3943_NA	Success	0.0411355197442731	1	0.774243037462669	0.992209886825063	TCF4
chr18:clu_3944_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr18:clu_3945_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF4
chr18:clu_3946_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF4
chr18:clu_3947_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF4
chr18:clu_3948_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TXNL1
chr18:clu_3949_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR7
chr18:clu_3950_NA	Not enough valid samples	NA	NA	NA	NA	WDR7
chr18:clu_3951_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR7
chr18:clu_3952_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FECH
chr18:clu_3953_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NARS
chr18:clu_3954_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NARS
chr18:clu_3955_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8B1
chr18:clu_3956_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEDD4L
chr18:clu_3957_NA	Success	0.713943471015057	1	0.232109600421706	0.476282244592928	NEDD4L
chr18:clu_3958_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF532
chr18:clu_3959_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF532
chr18:clu_3960_NA	Success	-0.174565118972623	3	1	1	ZNF532
chr18:clu_3961_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF532
chr18:clu_3962_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF532
chr18:clu_3963_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LMAN1
chr18:clu_3964_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LMAN1
chr18:clu_3965_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF152
chr18:clu_3966_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PIGN
chr18:clu_3967_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIGN
chr18:clu_3968_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIGN
chr18:clu_3969_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIGN
chr18:clu_3970_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1468
chr18:clu_3971_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1468
chr18:clu_3972_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1468
chr18:clu_3973_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1468
chr18:clu_3974_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1468
chr18:clu_3975_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1468
chr18:clu_3976_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZCCHC2
chr18:clu_3977_NA	Success	0.575218939450451	1	0.283457505001272	0.547316767666875	PHLPP1
chr18:clu_3978_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS4B
chr18:clu_3979_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr18:clu_3980_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr18:clu_3981_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMX3
chr18:clu_3982_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMX3
chr18:clu_3983_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOK6
chr18:clu_3984_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CBLN2
chr18:clu_3985_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CBLN2
chr18:clu_3986_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NETO1
chr18:clu_3987_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NETO1
chr18:clu_3988_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NETO1
chr18:clu_3989_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CNDP2
chr18:clu_3990_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNDP2
chr18:clu_3991_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNDP1
chr18:clu_3992_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNDP1
chr18:clu_3993_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TSHZ1
chr18:clu_3994_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF236
chr18:clu_3995_NA	<=1 sample with coverage>0	NA	NA	NA	NA	ZNF236
chr18:clu_3996_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF236
chr18:clu_3997_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF236
chr18:clu_3998_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF236
chr18:clu_3999_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MBP
chr18:clu_4000_NA	Success	8.44920862561958	4	0.00202278980069829	0.015440628811997	MBP
